Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main_Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2022-01-01,17.9,51,1,0,1,Weekend,16.7,3.4,33.3,13.4,12.9,8.5
2022-01-02,10.7,43,0,1,1,Weekend,9.6,6.4,30.7,16.8,17.2,13.5
2022-01-03,10.3,68,0,1,0,None,19.4,13.0,52.3,24.9,18.2,26.0
2022-01-04,18.1,49,0,1,0,None,13.7,9.6,38.8,19.9,13.5,12.0
2022-01-05,19.8,54,0,0,0,None,18.1,12.9,51.9,23.5,18.2,15.5
2022-01-06,23.3,47,0,1,0,None,14.8,9.5,40.0,19.0,14.1,11.9
2022-01-07,21.8,57,1,0,0,None,24.1,9.2,37.5,16.0,18.5,11.5
2022-01-08,11.7,69,0,1,1,Weekend,10.1,6.8,31.7,17.7,16.0,13.2
2022-01-09,10.4,61,0,1,1,Weekend,9.7,6.9,33.2,17.2,17.5,13.2
2022-01-10,23.3,46,1,0,0,None,29.6,12.1,51.5,19.0,25.7,16.1
2022-01-11,18.4,55,0,1,0,None,14.3,9.8,39.5,19.5,14.5,11.7
2022-01-12,13.6,66,1,0,0,None,32.4,5.9,56.7,20.8,24.4,25.5
2022-01-13,11.2,41,0,0,0,None,14.1,9.1,36.8,18.4,14.8,18.7
2022-01-14,20.3,63,0,1,0,None,14.4,9.4,38.8,19.8,14.1,12.4
2022-01-15,22.2,64,0,0,1,Weekend,10.3,6.7,33.4,17.5,15.8,8.4
2022-01-16,24.5,56,0,1,1,Weekend,10.3,6.3,32.5,17.2,17.1,8.2
2022-01-17,15.1,64,1,0,0,None,31.1,6.0,54.9,19.7,23.6,14.9
2022-01-18,10.3,66,0,1,0,None,13.8,9.1,38.8,18.7,13.7,18.8
2022-01-19,13.2,44,1,0,0,None,29.4,6.3,53.6,18.8,25.3,25.8
2022-01-20,21.8,48,0,1,0,None,14.5,9.2,36.6,19.8,13.8,11.8
2022-01-21,20.8,53,1,0,0,None,24.1,9.8,38.4,15.2,18.5,11.5
2022-01-22,15.3,57,0,1,1,Weekend,9.5,6.8,31.0,17.6,17.4,8.3
2022-01-23,12.8,52,1,0,1,Weekend,16.8,3.5,32.2,14.3,13.5,13.0
2022-01-24,23.0,55,1,0,0,None,29.6,12.1,56.0,20.1,23.6,14.7
2022-01-25,11.9,69,0,1,0,None,14.2,9.8,38.3,18.2,14.2,19.4
2022-01-26,10.6,64,1,0,1,Republic Day,17.2,3.2,33.7,10.8,13.6,13.8
2022-01-27,20.2,45,0,1,0,None,14.1,9.6,39.7,18.0,14.9,12.2
2022-01-28,22.2,69,1,0,0,None,24.6,9.4,39.3,14.6,18.6,11.3
2022-01-29,23.7,69,0,1,1,Weekend,10.0,6.4,31.2,17.1,16.1,8.7
2022-01-30,11.6,42,0,0,1,Weekend,9.6,6.5,33.3,17.1,16.0,13.8
2022-01-31,17.1,64,1,0,0,None,29.6,6.3,56.9,18.9,24.4,15.5
2022-02-01,22.1,64,0,0,0,None,13.7,9.2,39.4,18.4,14.6,11.5
2022-02-02,18.8,44,0,1,0,None,17.9,12.6,54.3,25.5,19.4,15.4
