Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main_Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2022-01-01,20.1,67,0,0,1,Weekend,10.3,6.5,30.8,17.2,17.3,8.4
2022-01-02,13.3,46,1,0,1,Weekend,16.4,3.2,33.2,13.4,12.8,13.7
2022-01-03,15.8,46,0,0,0,None,19.4,11.8,54.0,23.7,19.1,15.4
2022-01-04,10.7,69,0,0,0,None,14.0,9.0,38.4,19.8,14.9,19.1
2022-01-05,10.1,51,0,1,0,None,19.2,12.4,52.6,25.9,19.4,24.0
2022-01-06,14.0,48,1,0,0,None,22.6,4.5,40.0,15.0,19.8,18.8
2022-01-07,14.3,59,0,0,0,None,14.3,9.0,37.2,18.9,14.3,19.5
2022-01-08,23.3,57,1,0,1,Weekend,16.8,6.5,32.3,13.1,12.9,8.3
2022-01-09,10.2,41,0,1,1,Weekend,9.5,6.3,32.1,16.6,17.2,13.7
2022-01-10,13.5,55,0,1,0,None,18.3,12.5,52.5,24.0,17.9,23.5
2022-01-11,17.5,53,1,0,0,None,23.6,4.6,37.8,14.9,19.1,11.5
2022-01-12,15.9,44,0,1,0,None,18.9,11.9,52.9,24.2,19.2,15.4
2022-01-13,15.0,54,0,1,0,None,14.9,9.9,36.6,19.0,14.2,12.5
2022-01-14,13.1,43,1,0,0,None,24.8,4.6,37.1,14.9,19.7,18.2
2022-01-15,11.8,68,0,1,1,Weekend,10.2,6.4,31.2,17.7,17.2,13.2
2022-01-16,20.6,63,1,0,1,Weekend,17.0,6.5,31.0,14.4,13.2,8.5
2022-01-17,10.1,53,0,1,0,None,18.7,12.7,54.9,23.4,19.2,24.8
2022-01-18,16.7,46,1,0,0,None,23.3,4.6,36.9,14.6,18.4,12.0
2022-01-19,21.1,40,0,0,0,None,17.9,12.8,54.5,25.0,17.7,14.7
2022-01-20,18.3,43,0,0,0,None,14.4,10.0,36.1,18.4,14.2,11.9
2022-01-21,20.6,43,0,0,0,None,13.7,9.5,36.1,18.2,14.8,11.9
2022-01-22,20.7,51,0,1,1,Weekend,10.1,6.4,31.1,18.1,17.4,8.1
2022-01-23,17.1,63,1,0,1,Weekend,16.8,3.2,32.4,13.5,12.9,8.5
2022-01-24,23.3,52,0,0,0,None,18.2,12.9,53.2,24.4,18.3,15.1
2022-01-25,20.5,54,0,0,0,None,13.5,9.3,38.3,18.8,14.2,12.1
2022-01-26,23.3,55,1,0,1,Republic Day,17.1,6.5,36.0,10.7,13.2,8.6
