Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main_Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2023-01-01,23.6,66,0,0,1,Weekend,9.9,6.5,33.5,17.2,16.4,8.3
2023-01-02,15.6,45,0,0,0,None,18.9,11.9,53.4,25.7,19.1,15.7
2023-01-03,10.5,63,0,0,0,None,14.4,9.3,37.3,19.6,14.0,18.2
2023-01-04,20.5,57,1,0,0,None,32.1,13.0,57.1,20.4,23.6,15.2
2023-01-05,21.6,63,0,0,0,None,13.6,9.1,37.8,19.5,14.7,12.2
2023-01-06,19.2,48,0,0,0,None,14.0,10.0,36.3,18.9,14.7,11.4
2023-01-07,24.1,56,1,0,1,Weekend,16.1,6.5,33.3,13.8,12.6,8.4
2023-01-08,20.6,48,0,0,1,Weekend,9.7,6.7,32.7,16.6,16.5,8.7
2023-01-09,18.4,57,0,0,0,None,19.4,12.7,57.2,25.0,18.7,16.1
2023-01-10,12.9,47,0,0,0,None,14.3,9.0,39.5,18.7,14.3,18.9
2023-01-11,20.9,51,1,0,0,None,30.5,12.8,55.7,20.0,24.1,15.2
2023-01-12,22.9,58,0,1,0,None,14.9,9.4,36.9,19.5,13.8,11.6
2023-01-13,12.5,49,0,0,0,None,14.7,9.7,38.1,19.6,14.4,19.3
2023-01-14,22.7,44,0,0,1,Weekend,9.8,6.7,30.6,17.6,17.2,7.9
2023-01-15,21.3,51,1,0,1,Weekend,17.2,6.7,32.2,13.8,13.0,8.5
2023-01-16,23.7,70,0,1,0,None,18.6,12.9,56.9,23.5,18.6,15.5
2023-01-17,18.8,58,1,0,0,None,23.1,4.6,36.1,15.4,19.1,11.7
2023-01-18,12.1,42,0,1,0,None,18.7,12.6,53.0,23.6,17.6,25.1
2023-01-19,11.7,58,0,0,0,None,14.3,9.1,38.4,19.2,14.5,18.2
2023-01-20,18.1,69,0,0,0,None,13.8,9.4,37.9,18.5,14.5,11.6
2023-01-21,18.5,47,0,1,1,Weekend,10.4,6.5,30.5,18.0,17.3,7.9
2023-01-22,17.1,53,0,0,1,Weekend,10.5,6.9,30.5,18.1,17.1,7.9
2023-01-23,17.5,69,0,1,0,None,19.1,12.4,54.5,25.9,18.6,15.0
2023-01-24,17.1,53,0,1,0,None,13.7,9.2,38.6,18.5,14.1,12.1
2023-01-25,11.8,40,0,0,0,None,18.2,12.8,52.2,24.5,19.1,24.8
2023-01-26,18.2,52,0,1,1,Republic Day,10.2,6.3,31.0,12.6,10.0,8.4
2023-01-27,18.9,49,1,0,0,None,24.5,5.0,38.7,15.0,19.8,12.5
2023-01-28,10.3,67,0,1,1,Weekend,10.1,6.9,32.7,17.5,17.0,13.5
2023-01-29,12.2,60,0,0,1,Weekend,10.0,6.5,33.3,16.5,17.2,13.8
2023-01-30,24.4,52,0,1,0,None,18.1,11.9,56.2,25.0,18.6,14.7
2023-01-31,15.2,52,0,1,0,None,14.6,9.4,38.4,19.8,14.0,12.1
2023-02-01,19.7,56,0,0,0,None,17.7,12.6,55.8,24.1,19.3,14.9
2023-02-02,20.1,56,1,0,0,None,23.4,9.2,37.0,15.1,18.9,12.0
2023-02-03,18.5,53,0,0,0,None,13.6,9.5,36.7,18.6,14.9,11.5
2023-02-04,23.6,51,1,0,1,Weekend,16.0,6.8,31.4,13.6,12.6,7.9
2023-02-05,15.9,51,1,0,1,Weekend,17.1,3.4,32.6,13.4,13.5,8.3
2023-02-06,14.5,62,0,0,0,None,19.5,12.3,55.1,24.9,18.3,23.5
2023-02-07,21.3,56,0,1,0,None,14.6,9.6,38.8,19.4,14.7,12.4
2023-02-08,12.9,57,0,0,0,None,17.8,12.2,55.2,23.5,17.7,25.6
2023-02-09,12.0,40,0,0,0,None,14.7,9.0,36.5,18.9,14.8,19.4
2023-02-10,15.9,59,0,0,0,None,14.3,9.3,38.6,18.0,14.1,11.5
2023-02-11,24.8,56,0,0,1,Weekend,10.3,7.0,32.2,18.2,16.0,8.3
2023-02-12,24.9,48,1,0,1,Weekend,17.0,6.9,32.8,14.2,13.1,8.1
2023-02-13,21.2,59,0,1,0,None,18.0,12.8,55.9,23.7,18.3,14.8
2023-02-14,15.3,42,1,0,0,None,24.8,4.9,39.6,15.4,18.5,12.0
2023-02-15,17.3,55,1,0,0,None,30.5,6.0,54.2,20.5,25.2,16.0
2023-02-16,12.4,65,0,0,0,None,13.5,9.2,38.9,18.5,13.6,19.6
2023-02-17,24.2,64,0,1,0,None,7.4,4.6,22.3,9.7,7.0,6.0
2023-02-18,11.5,70,0,0,1,Maha Shivaratri,7.4,4.5,22.2,12.4,12.4,9.7
2023-02-19,10.5,48,0,0,1,Weekend,9.5,6.8,30.9,17.9,16.0,13.1
2023-02-20,13.5,61,0,0,0,None,18.2,12.5,52.9,24.5,18.8,25.4
2023-02-21,24.5,69,0,0,0,None,14.0,10.0,39.9,19.6,14.1,11.8
2023-02-22,19.5,69,1,0,0,None,30.5,6.0,51.6,20.1,24.6,15.8
2023-02-23,22.6,46,0,1,0,None,14.3,9.3,36.4,19.5,13.6,11.6
2023-02-24,15.4,60,1,0,0,None,24.6,4.9,38.6,14.9,18.7,11.8
2023-02-25,21.8,50,1,0,1,Weekend,16.9,6.3,30.7,14.5,13.8,8.5
2023-02-26,16.5,48,0,1,1,Weekend,9.6,6.4,30.8,17.1,16.9,8.5
2023-02-27,23.0,68,1,0,0,None,30.9,12.8,51.5,18.8,23.7,15.0
2023-02-28,24.0,55,0,1,0,None,13.9,10.0,39.4,18.3,13.7,12.3
2023-03-01,41.7,31,0,1,0,None,3.1,32.1,56.2,24.7,12.7,9.3
2023-03-02,37.0,55,0,1,0,None,2.5,24.0,39.5,18.6,9.1,7.1
2023-03-03,30.0,33,0,1,0,None,13.7,9.6,38.2,19.2,14.8,11.9
2023-03-04,31.5,40,0,1,1,Weekend,1.7,16.5,31.4,17.1,6.5,8.6
2023-03-05,36.1,54,1,0,1,Weekend,16.3,16.3,31.9,14.6,12.8,8.7
2023-03-06,42.4,37,0,0,0,None,18.8,30.8,56.8,25.1,18.7,14.7
2023-03-07,31.5,30,0,0,0,None,14.3,24.1,38.9,19.3,14.1,12.3
2023-03-08,30.9,44,1,0,0,None,30.0,31.9,54.8,20.8,26.0,15.2
2023-03-09,35.5,30,1,0,0,None,22.6,23.7,36.5,14.7,19.1,12.1
2023-03-10,42.0,32,0,0,0,None,14.1,23.2,36.3,19.9,13.6,12.3
2023-03-11,30.0,41,0,1,1,Weekend,9.7,6.7,33.2,16.4,16.9,8.5
2023-03-12,42.6,31,0,1,1,Weekend,1.7,16.5,30.3,17.7,6.7,5.0
2023-03-13,31.5,47,1,0,0,None,29.9,32.1,55.9,19.0,24.8,15.5
2023-03-14,40.6,42,0,0,0,None,14.2,23.6,36.1,18.6,14.6,12.3
2023-03-15,44.1,48,0,1,0,None,3.2,32.2,56.0,24.2,12.2,9.4
2023-03-16,33.7,46,0,1,0,None,2.4,23.2,39.8,19.3,9.7,11.5
2023-03-17,36.2,40,0,1,0,None,2.5,22.6,38.8,19.1,9.8,7.2
2023-03-18,44.3,48,1,0,1,Weekend,16.7,16.8,31.0,14.5,13.7,8.4
2023-03-19,34.6,42,0,1,1,Weekend,1.7,15.8,32.2,18.1,6.9,8.4
2023-03-20,32.7,45,0,1,0,None,3.1,29.8,55.0,25.9,12.6,14.9
2023-03-21,35.3,55,0,0,0,None,15.0,24.1,38.1,18.4,13.7,12.0
2023-03-22,38.6,41,0,0,0,None,19.3,29.9,54.0,25.7,17.7,15.6
2023-03-23,43.9,59,0,0,0,None,13.7,23.3,37.5,18.6,14.9,12.1
2023-03-24,38.8,44,1,0,0,None,23.9,22.5,36.7,15.9,19.6,12.2
2023-03-25,30.8,39,1,0,1,Weekend,16.6,16.6,31.5,13.8,13.7,8.4
2023-03-26,41.6,43,0,1,1,Weekend,1.6,15.8,32.9,17.1,6.7,4.7
2023-03-27,37.2,46,0,1,0,None,3.0,32.2,54.4,24.3,12.9,9.1
2023-03-28,40.8,36,1,0,0,None,23.7,24.0,39.9,15.5,18.7,12.5
2023-03-29,42.0,48,0,0,0,None,18.2,30.7,54.0,24.6,17.6,15.1
2023-03-30,36.6,39,0,0,0,None,14.6,24.7,39.2,19.9,14.9,12.1
2023-03-31,35.4,35,0,1,0,None,2.4,24.6,38.1,19.5,9.9,7.2
2023-04-01,38.2,31,1,0,1,Weekend,17.2,17.0,30.4,14.5,13.5,8.4
2023-04-02,32.4,49,0,0,1,Weekend,9.5,16.1,31.0,17.5,17.0,8.4
2023-04-03,33.3,53,1,0,0,None,30.1,30.2,52.9,19.7,23.4,15.0
2023-04-04,35.0,34,1,0,1,Mahavir Jayanti,16.4,17.1,31.4,10.3,13.5,8.4
