Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2022-01-01,2.3,95,0,1,1,New Year's Day,6.8,4.8,21.9,12.0,12.1,9.1
2022-01-02,0.4,80,1,0,1,Weekend,16.1,3.2,33.0,13.1,13.6,12.9
2022-01-03,3.9,94,1,0,1,New Year's Day (observed),16.3,3.3,36.1,11.2,13.4,13.7
2022-01-04,0.8,92,0,0,0,None,14.8,9.3,39.6,19.5,13.6,19.0
2022-01-05,4.0,95,1,0,0,None,31.8,6.5,51.5,20.3,24.0,24.6
2022-01-06,2.9,87,0,1,0,None,13.8,9.5,36.8,19.0,14.7,18.5
2022-01-07,4.9,78,1,0,0,None,24.4,4.8,39.5,15.5,19.2,18.3
2022-01-08,3.4,92,1,0,1,Weekend,17.5,3.4,32.5,13.9,13.3,13.6
2022-01-09,6.7,76,0,1,1,Weekend,9.7,6.5,32.6,17.7,17.2,14.0
2022-01-10,5.5,93,0,1,0,None,17.7,12.4,55.6,25.8,18.4,25.4
2022-01-11,5.5,70,0,0,0,None,13.8,9.6,36.8,19.5,14.9,18.1
2022-01-12,6.9,83,1,0,0,None,31.3,6.2,55.8,19.5,23.6,24.6
2022-01-13,5.2,82,1,0,0,None,23.1,4.9,39.5,15.1,19.5,19.0
2022-01-14,4.7,70,1,0,0,None,24.6,4.7,36.5,15.6,19.5,18.5
2022-01-15,6.2,77,0,0,1,Weekend,10.1,6.8,30.9,17.6,17.4,13.9
2022-01-16,6.8,89,0,1,1,Weekend,9.9,6.5,33.1,17.9,16.3,13.0
2022-01-17,1.1,88,1,0,0,None,30.9,6.5,55.3,19.8,24.5,25.1
2022-01-18,2.1,86,1,0,0,None,24.4,4.6,37.6,15.8,18.1,18.9
2022-01-19,6.6,75,0,1,0,None,18.5,12.1,53.6,25.4,19.3,25.7
2022-01-20,2.6,87,1,0,0,None,24.5,4.7,39.1,14.8,19.4,19.8
2022-01-21,6.2,73,1,0,0,None,22.9,4.5,36.1,15.6,19.2,18.2
2022-01-22,0.2,77,0,1,1,Weekend,9.7,6.6,30.5,17.3,16.8,12.6
2022-01-23,5.1,81,0,1,1,Weekend,10.1,6.3,31.3,18.1,17.5,13.6
2022-01-24,4.5,77,1,0,0,None,31.2,5.9,55.7,18.9,25.8,24.2
2022-01-25,2.2,80,0,1,0,None,14.9,9.3,40.0,19.6,13.9,18.5
2022-01-26,5.0,82,1,0,0,None,31.8,5.9,54.0,20.6,25.8,24.1
2022-01-27,2.8,89,0,0,0,None,14.2,9.5,39.1,19.4,14.8,19.4
2022-01-28,4.5,88,0,0,0,None,14.2,9.7,40.0,18.3,14.6,18.6
2022-01-29,4.0,81,0,0,1,Weekend,9.7,6.8,33.3,17.3,15.9,12.8
2022-01-30,4.9,94,0,0,1,Weekend,10.1,6.4,30.8,17.9,16.3,13.4
2022-01-31,3.8,76,0,1,0,None,18.2,12.0,55.6,24.8,17.6,23.8
2022-02-01,0.6,82,0,0,0,None,14.3,9.5,36.8,19.3,13.8,18.8
2022-02-02,5.0,78,0,0,0,None,19.1,11.8,51.9,23.5,18.4,24.8
2022-02-03,3.1,84,0,1,0,None,14.8,9.6,37.1,19.0,14.8,18.6
2022-02-04,0.7,77,1,0,0,None,24.6,4.6,38.4,15.9,18.7,19.6
2022-02-05,5.6,93,0,1,1,Weekend,9.5,6.3,31.5,18.2,16.0,13.3
2022-02-06,2.4,82,1,0,1,Weekend,16.3,3.2,32.7,13.7,12.8,13.9
2022-02-07,3.8,85,0,1,0,None,19.0,12.4,55.1,24.4,18.7,23.4
2022-02-08,6.5,88,1,0,0,None,22.8,4.6,36.4,15.2,18.5,18.4
2022-02-09,6.4,79,1,0,0,None,31.7,6.5,52.7,20.7,23.5,24.3
2022-02-10,4.3,78,0,1,0,None,14.4,9.4,37.5,18.3,14.3,18.2
2022-02-11,6.8,76,0,0,0,None,14.6,9.0,37.9,19.2,14.5,19.6
2022-02-12,0.4,90,0,0,1,Weekend,9.9,6.5,32.1,17.1,17.2,13.3
2022-02-13,1.8,76,0,1,1,Weekend,9.6,6.8,32.8,17.9,16.6,14.0
2022-02-14,4.4,85,1,0,0,None,29.6,6.2,55.3,20.0,24.3,24.2
2022-02-15,6.3,76,0,1,0,None,13.9,9.2,38.7,18.9,14.4,19.8
2022-02-16,2.8,78,0,0,0,None,17.7,11.8,55.2,25.2,17.7,25.0
2022-02-17,6.6,75,0,0,0,None,14.2,9.4,36.2,19.3,14.1,18.7
2022-02-18,0.9,92,1,0,0,None,23.6,4.9,38.6,14.6,18.5,18.4
2022-02-19,1.0,76,0,0,1,Weekend,10.2,6.4,31.4,17.9,17.4,13.3
2022-02-20,5.1,81,0,0,1,Weekend,9.7,6.6,32.8,17.9,15.8,13.2
2022-02-21,2.8,89,1,0,0,None,32.5,6.1,56.5,19.0,24.0,23.9
2022-02-22,2.1,80,0,0,0,None,13.6,10.0,39.2,19.4,14.5,18.9
2022-02-23,5.6,87,0,1,0,None,19.0,12.4,56.6,24.0,18.7,25.2
2022-02-24,0.9,94,1,0,0,None,24.5,4.8,39.7,14.9,19.0,19.8
2022-02-25,1.5,89,0,1,0,None,14.1,9.5,37.0,18.8,14.9,19.0
2022-02-26,0.5,78,1,0,1,Weekend,15.8,3.5,30.5,14.3,12.6,13.3
2022-02-27,0.1,86,0,1,1,Weekend,9.9,6.4,31.2,16.7,17.1,13.1
2022-02-28,0.1,90,0,1,0,None,18.7,11.9,55.1,23.8,19.3,23.5
