Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main_Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2024-01-01,18.6,66,0,1,0,None,18.6,11.9,56.2,25.6,17.7,15.5
2024-01-02,13.6,48,0,0,0,None,13.9,9.7,38.8,19.9,14.7,18.8
2024-01-03,22.6,52,0,1,0,None,19.0,12.1,51.6,24.6,19.1,16.2
2024-01-04,11.7,43,1,0,0,None,24.5,4.6,38.0,14.7,18.8,18.3
2024-01-05,23.7,58,0,0,0,None,14.9,9.1,39.6,19.7,14.9,12.4
2024-01-06,11.7,53,0,1,1,Weekend,10.4,6.9,31.9,17.8,16.6,12.6
2024-01-07,23.9,70,0,1,1,Weekend,9.6,6.3,30.6,17.1,16.4,8.5
2024-01-08,12.4,42,0,1,0,None,19.1,12.7,52.8,23.8,19.5,23.9
2024-01-09,23.9,51,0,0,0,None,13.6,9.4,37.3,18.7,14.4,11.8
2024-01-10,12.6,68,0,0,0,None,18.6,12.0,55.9,25.1,18.4,24.4
2024-01-11,25.0,40,0,1,0,None,14.3,9.9,38.9,19.6,14.5,11.3
2024-01-12,13.1,62,0,0,0,None,13.7,9.9,37.8,18.1,13.5,19.8
2024-01-13,10.3,48,0,0,1,Weekend,10.3,6.6,30.8,16.6,17.2,13.9
2024-01-14,13.3,65,0,1,1,Weekend,9.8,6.7,33.5,17.7,15.9,13.3
2024-01-15,13.6,62,0,0,0,None,17.7,12.2,51.9,24.8,19.0,24.3
2024-01-16,19.5,67,0,1,0,None,14.9,9.0,37.8,19.7,14.7,12.2
2024-01-17,23.6,66,0,0,0,None,18.2,12.5,56.1,25.4,19.4,15.0
2024-01-18,24.0,45,0,1,0,None,13.6,9.8,38.4,18.1,14.4,12.0
2024-01-19,16.4,61,0,1,0,None,14.5,10.0,38.2,18.5,14.1,12.2
2024-01-20,19.4,52,0,0,1,Weekend,9.5,7.0,30.5,17.0,15.8,8.0
2024-01-21,21.8,62,1,0,1,Weekend,16.3,6.5,31.6,13.1,12.7,8.4
2024-01-22,14.0,42,0,0,0,None,18.2,11.8,56.6,24.1,19.0,24.5
2024-01-23,20.9,50,0,1,0,None,13.9,9.5,39.9,19.4,14.0,11.4
2024-01-24,15.8,65,0,0,0,None,19.1,13.0,52.7,24.2,18.6,15.7
2024-01-25,23.3,55,0,0,0,None,13.7,9.8,37.1,18.7,14.5,12.0
2024-01-26,13.9,50,0,1,1,Republic Day,9.5,6.7,31.4,13.0,10.0,13.6
2024-01-27,16.4,55,1,0,1,Weekend,16.8,3.2,33.3,13.9,13.9,8.0
2024-01-28,17.8,45,0,0,1,Weekend,9.6,6.8,32.1,18.0,16.8,8.5
2024-01-29,14.2,43,1,0,0,None,32.0,6.4,54.0,19.6,25.0,25.7
2024-01-30,16.4,49,1,0,0,None,24.8,4.8,36.1,15.2,18.9,12.4
2024-01-31,16.8,60,0,1,0,None,17.9,12.1,55.0,25.4,17.6,15.9
2024-02-01,18.4,54,1,0,0,None,23.8,4.9,38.0,15.1,18.6,11.5
2024-02-02,24.7,58,0,1,0,None,14.2,9.9,37.0,18.8,14.5,12.3
2024-02-03,23.6,45,1,0,1,Weekend,17.4,6.8,33.0,13.8,12.8,8.5
2024-02-04,12.0,64,0,0,1,Weekend,10.3,6.7,33.0,17.2,16.9,12.7
2024-02-05,23.9,70,1,0,0,None,32.1,12.4,54.9,20.7,24.2,15.8
2024-02-06,10.1,47,0,0,0,None,13.7,9.7,38.6,19.7,14.2,18.5
2024-02-07,20.8,60,0,0,0,None,19.3,11.7,54.3,26.0,19.1,14.8
2024-02-08,24.8,56,1,0,0,None,22.6,9.9,36.0,15.5,18.8,11.9
2024-02-09,19.0,49,0,1,0,None,14.0,9.7,38.3,18.2,14.0,11.6
2024-02-10,13.3,68,0,0,1,Weekend,9.6,6.5,33.4,17.5,16.1,13.2
2024-02-11,23.2,49,0,1,1,Weekend,9.8,6.8,33.2,16.4,17.3,7.9
2024-02-12,15.2,56,0,1,0,None,17.8,12.3,51.6,24.7,17.7,16.0
2024-02-13,18.4,67,1,0,0,None,24.2,4.8,37.4,15.9,19.8,11.9
2024-02-14,19.7,56,1,0,0,None,31.7,6.2,56.6,20.4,24.5,14.9
2024-02-15,18.6,43,0,0,0,None,14.0,9.9,38.2,18.3,13.9,11.4
2024-02-16,14.5,58,1,0,0,None,22.7,4.6,38.6,16.0,19.7,19.9
2024-02-17,11.2,63,1,0,1,Weekend,17.1,3.2,30.4,13.9,13.0,12.8
