Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main_Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2022-01-01,15.5,45,0,1,1,Weekend,9.7,6.6,32.5,17.6,16.9,8.4
2022-01-02,15.4,53,0,1,1,Weekend,9.6,6.4,32.6,17.0,16.2,8.4
2022-01-03,15.4,57,0,1,0,None,17.7,12.3,55.1,23.6,18.7,16.1
2022-01-04,16.8,47,1,0,0,None,24.4,4.8,39.6,15.8,19.5,11.5
2022-01-05,20.3,69,0,0,0,None,18.7,12.1,57.0,24.2,18.0,15.2
2022-01-06,20.1,60,1,0,0,None,24.2,9.3,37.2,14.4,19.3,12.2
2022-01-07,12.5,44,0,0,0,None,13.7,9.6,36.1,19.3,14.3,20.0
2022-01-08,22.0,60,0,0,1,Weekend,10.4,6.8,33.3,16.4,15.9,7.9
2022-01-09,12.6,44,0,0,1,Weekend,10.4,6.9,33.0,16.6,16.8,13.2
2022-01-10,24.8,52,0,1,0,None,18.8,12.1,53.9,25.2,18.4,15.5
2022-01-11,24.7,69,0,0,0,None,14.3,9.4,37.5,18.3,13.7,11.7
2022-01-12,15.4,44,1,0,0,None,29.4,6.1,54.0,20.3,25.1,15.7
2022-01-13,12.1,58,0,0,0,None,14.2,9.3,37.6,18.9,14.0,18.2
2022-01-14,22.5,47,0,1,0,None,14.7,9.5,36.0,18.1,14.0,12.0
2022-01-15,12.5,65,1,0,1,Weekend,17.4,3.4,33.6,13.7,12.6,12.6
2022-01-16,12.6,60,0,1,1,Weekend,10.0,6.7,30.9,17.5,17.4,12.7
2022-01-17,13.7,62,0,0,0,None,17.7,12.0,54.9,24.8,19.2,25.5
2022-01-18,12.2,40,1,0,0,None,23.2,4.8,38.4,15.4,19.4,18.9
2022-01-19,11.8,64,1,0,0,None,30.1,6.4,54.1,20.2,23.8,23.5
2022-01-20,21.2,64,0,0,0,None,14.4,9.0,37.7,18.9,14.2,11.8
2022-01-21,14.7,64,0,0,0,None,14.6,9.5,39.9,19.3,14.9,18.6
2022-01-22,16.0,65,0,0,1,Weekend,10.3,6.5,31.6,17.0,16.3,8.5
2022-01-23,17.9,49,0,0,1,Weekend,10.4,6.9,32.1,17.9,16.9,8.4
2022-01-24,12.1,62,1,0,0,None,29.4,5.9,53.5,19.3,24.0,25.6
2022-01-25,10.2,54,0,1,0,None,14.0,9.1,39.5,19.7,14.6,19.9
2022-01-26,18.8,40,1,0,1,Republic Day,16.1,3.2,35.8,10.2,12.7,8.5
2022-01-27,16.2,69,0,1,0,None,14.5,9.2,39.1,19.2,14.1,12.3
2022-01-28,18.1,40,0,0,0,None,14.6,9.7,36.9,18.2,14.2,11.5
2022-01-29,11.1,49,1,0,1,Weekend,16.7,3.2,33.4,13.9,13.0,13.9
2022-01-30,18.5,52,0,0,1,Weekend,10.0,6.4,33.2,16.4,16.1,7.9
2022-01-31,22.6,64,0,1,0,None,18.8,12.1,51.7,24.6,18.3,14.8
2022-02-01,11.6,53,0,0,0,None,13.9,9.4,37.2,19.0,13.6,19.8
2022-02-02,21.5,64,1,0,0,None,32.5,12.1,52.8,18.7,24.1,15.5
2022-02-03,13.0,50,0,0,0,None,15.0,9.7,37.2,19.0,13.7,18.2
2022-02-04,22.8,59,1,0,0,None,22.6,9.9,37.0,14.7,19.5,12.0
2022-02-05,12.1,70,0,0,1,Weekend,10.1,6.8,33.0,18.0,16.3,12.6
2022-02-06,24.2,48,1,0,1,Weekend,17.1,6.7,33.2,13.4,13.9,8.0
2022-02-07,10.3,40,0,0,0,None,19.5,12.9,54.7,23.8,19.5,25.3
2022-02-08,21.9,59,0,0,0,None,14.4,9.1,39.0,19.8,13.8,12.0
2022-02-09,23.9,67,1,0,0,None,30.2,12.9,53.2,19.0,24.5,15.2
2022-02-10,17.8,40,1,0,0,None,23.9,4.7,39.1,15.1,18.6,12.0
2022-02-11,21.6,44,1,0,0,None,23.8,9.7,39.4,15.6,19.5,11.5
