Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main_Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2024-01-01,19.6,65,0,1,0,None,19.4,12.5,56.6,23.7,18.0,15.9
2024-01-02,12.6,42,0,0,0,None,14.7,9.6,36.5,19.0,13.5,19.3
2024-01-03,24.9,43,0,0,0,None,18.1,11.8,53.5,25.4,19.2,15.9
2024-01-04,24.2,40,0,0,0,None,14.4,10.0,37.1,18.8,14.9,11.5
2024-01-05,13.5,69,1,0,0,None,24.6,4.5,38.3,15.3,19.7,19.4
2024-01-06,20.8,56,0,1,1,Weekend,10.4,6.4,32.8,16.8,15.9,8.5
2024-01-07,14.8,64,0,1,1,Weekend,10.3,6.8,32.7,16.7,16.4,13.2
2024-01-08,18.3,62,0,1,0,None,19.1,12.5,57.1,23.7,19.1,14.7
2024-01-09,20.0,45,0,0,0,None,14.7,9.0,39.8,19.4,13.6,11.9
2024-01-10,12.3,45,0,1,0,None,17.6,12.4,56.3,24.5,19.3,24.2
2024-01-11,16.9,52,1,0,0,None,23.0,4.6,37.5,15.7,19.2,11.6
2024-01-12,19.2,61,0,1,0,None,13.8,9.4,36.1,18.2,14.6,11.9
2024-01-13,15.5,42,0,1,1,Weekend,9.8,6.4,31.0,17.9,16.1,8.3
2024-01-14,21.3,52,0,0,1,Weekend,9.7,6.8,32.2,17.1,17.1,7.9
2024-01-15,23.2,47,0,1,0,None,17.7,12.5,55.3,24.0,19.2,14.9
2024-01-16,18.8,63,0,0,0,None,14.4,9.1,39.7,18.3,13.6,12.2
2024-01-17,18.7,49,1,0,0,None,30.5,6.3,53.6,20.1,23.9,16.0
2024-01-18,18.5,58,0,1,0,None,13.6,10.0,38.1,18.6,14.7,12.3
2024-01-19,23.3,45,0,1,0,None,14.9,9.5,39.4,19.8,13.9,11.6
2024-01-20,22.3,48,0,1,1,Weekend,10.4,6.4,32.1,16.8,16.1,8.4
2024-01-21,17.0,63,0,1,1,Weekend,9.6,6.7,33.0,17.4,15.8,8.5
2024-01-22,22.8,68,0,1,0,None,18.3,12.4,55.8,23.8,18.6,15.0
2024-01-23,21.6,43,1,0,0,None,24.4,9.5,36.1,15.1,18.0,11.8
2024-01-24,15.3,40,0,0,0,None,18.2,11.9,55.4,23.4,19.0,15.4
2024-01-25,24.4,54,0,0,0,None,14.9,9.3,37.1,19.5,14.9,11.5
2024-01-26,10.6,63,0,1,1,Republic Day,9.6,6.7,30.8,13.9,9.9,13.4
2024-01-27,21.1,51,1,0,1,Weekend,17.1,6.6,32.2,13.4,13.0,8.6
2024-01-28,21.2,49,1,0,1,Weekend,17.2,6.3,33.4,13.9,13.4,8.7
2024-01-29,20.5,56,0,0,0,None,17.8,12.3,55.9,25.8,17.7,15.7
2024-01-30,21.0,45,0,0,0,None,13.7,9.7,36.7,19.5,14.2,12.3
2024-01-31,19.3,63,0,0,0,None,19.3,13.0,51.6,25.7,18.3,15.2
2024-02-01,16.6,68,1,0,0,None,23.8,4.6,37.6,15.8,19.3,11.3
2024-02-02,12.4,70,1,0,0,None,23.3,4.9,36.9,15.2,18.8,19.6
2024-02-03,21.1,64,0,0,1,Weekend,10.3,6.9,32.0,16.5,16.9,8.5
2024-02-04,17.2,45,0,1,1,Weekend,9.8,6.9,31.4,17.4,16.0,8.4
2024-02-05,13.4,43,1,0,0,None,31.2,6.4,55.2,19.4,25.7,25.9
2024-02-06,20.1,60,0,0,0,None,14.2,9.8,36.7,19.1,14.7,11.3
2024-02-07,13.2,46,0,1,0,None,17.6,11.7,52.6,23.5,19.0,24.2
2024-02-08,10.7,69,0,1,0,None,14.3,9.4,37.0,19.9,14.6,18.3
2024-02-09,18.7,55,0,0,0,None,13.6,9.2,37.6,19.4,13.8,11.3
2024-02-10,18.6,55,0,1,1,Weekend,10.0,7.0,31.1,17.5,16.2,8.7
2024-02-11,10.8,54,0,1,1,Weekend,10.2,6.8,32.0,17.2,17.1,13.9
2024-02-12,20.0,59,0,0,0,None,18.9,12.8,52.8,25.6,18.2,15.3
2024-02-13,19.4,62,0,1,0,None,13.9,9.4,38.3,19.6,14.4,11.5
2024-02-14,14.0,44,0,1,0,None,19.0,12.3,56.3,23.4,19.2,24.9
2024-02-15,24.0,44,0,0,0,None,13.9,9.2,39.1,18.3,14.5,12.2
2024-02-16,23.9,53,1,0,0,None,22.7,9.3,38.4,15.6,18.4,11.7
2024-02-17,19.5,41,1,0,1,Weekend,16.7,3.5,30.7,14.3,13.3,7.9
2024-02-18,20.6,65,0,0,1,Weekend,10.4,6.5,32.1,17.7,17.1,8.3
2024-02-19,19.6,69,0,0,0,None,19.3,12.7,54.1,25.5,17.9,15.1
2024-02-20,21.4,47,0,0,0,None,13.7,9.2,39.3,19.7,14.7,12.1
2024-02-21,21.8,58,0,0,0,None,18.7,12.8,54.5,25.1,18.7,15.7
2024-02-22,14.0,42,1,0,0,None,24.5,4.7,36.8,15.4,18.5,19.1
2024-02-23,20.4,53,0,1,0,None,14.6,9.5,39.0,19.4,14.5,12.1
2024-02-24,20.8,65,1,0,1,Weekend,16.1,6.7,32.8,14.4,12.9,8.7
2024-02-25,20.6,55,0,0,1,Weekend,10.3,6.7,32.6,17.2,17.2,8.7
2024-02-26,21.8,41,0,1,0,None,17.7,12.7,56.1,25.0,18.3,15.8
2024-02-27,17.8,48,0,0,0,None,14.2,9.8,39.1,19.7,14.1,11.8
2024-02-28,17.7,45,0,1,0,None,18.2,11.9,56.7,25.9,19.3,14.9
2024-02-29,15.6,56,0,1,0,None,14.2,9.9,40.0,18.6,14.3,11.5
2024-03-01,43.1,30,1,0,0,None,22.7,22.8,37.0,15.6,19.2,11.9
2024-03-02,34.8,60,1,0,1,Weekend,17.0,17.2,32.2,13.1,13.9,8.2
2024-03-03,39.7,31,0,0,1,Weekend,10.0,17.0,32.1,17.1,17.1,8.0
