Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main_Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2024-01-01,16.1,50,1,0,0,None,29.3,6.0,53.1,19.6,25.6,14.8
2024-01-02,14.0,55,0,1,0,None,13.7,9.5,36.6,18.9,14.7,18.1
2024-01-03,23.4,67,1,0,0,None,32.4,12.8,51.9,20.5,24.7,15.5
2024-01-04,22.8,42,1,0,0,None,23.7,9.2,36.2,15.1,19.8,11.6
2024-01-05,12.4,59,0,0,0,None,14.5,9.2,37.9,18.4,15.0,18.4
2024-01-06,21.5,46,1,0,1,Weekend,16.5,6.8,31.0,14.4,12.9,7.9
2024-01-07,10.1,53,0,1,1,Weekend,9.5,6.9,30.8,16.6,16.5,13.8
2024-01-08,24.9,67,0,0,0,None,18.2,12.8,53.6,24.1,18.8,15.5
2024-01-09,20.2,50,0,0,0,None,13.8,9.2,39.8,19.9,14.8,12.1
2024-01-10,17.6,58,0,0,0,None,17.6,11.7,54.8,24.4,17.9,15.1
2024-01-11,16.3,68,0,1,0,None,14.8,9.7,36.6,18.9,14.1,11.9
2024-01-12,22.7,51,0,1,0,None,14.4,9.8,36.9,18.6,13.9,12.5
2024-01-13,10.3,56,0,0,1,Weekend,10.1,6.6,31.7,17.1,16.7,13.9
2024-01-14,21.1,52,1,0,1,Weekend,16.5,7.0,33.1,13.9,12.6,8.4
2024-01-15,18.5,66,0,0,0,None,19.1,12.9,52.6,25.1,17.9,15.1
2024-01-16,20.5,61,0,0,0,None,13.9,9.2,38.4,18.1,13.7,11.3
2024-01-17,11.0,59,0,0,0,None,19.0,12.1,54.8,23.7,19.1,23.6
2024-01-18,10.3,63,0,0,0,None,13.9,9.9,39.9,19.5,14.5,20.0
2024-01-19,23.9,54,0,0,0,None,13.8,9.1,38.0,19.3,14.8,11.6
2024-01-20,21.8,63,1,0,1,Weekend,17.2,7.0,31.5,13.5,12.7,8.4
2024-01-21,15.1,66,0,0,1,Weekend,9.9,6.6,31.4,17.9,16.5,8.5
2024-01-22,19.7,43,0,0,0,None,17.8,12.5,51.5,25.6,19.2,14.7
2024-01-23,24.9,47,0,0,0,None,14.0,9.8,38.6,18.5,13.8,12.4
2024-01-24,23.7,57,1,0,0,None,30.8,12.4,52.5,19.9,25.2,15.9
2024-01-25,13.6,50,0,0,0,None,13.6,9.2,37.9,19.2,13.8,18.0
2024-01-26,24.8,40,0,0,1,Republic Day,10.4,6.4,30.8,13.5,9.9,8.6
2024-01-27,21.2,70,0,1,1,Weekend,10.3,6.9,32.0,17.3,17.5,8.6
2024-01-28,23.1,56,1,0,1,Weekend,16.7,6.5,30.4,13.3,13.3,8.3
2024-01-29,22.8,65,1,0,0,None,30.4,11.8,56.0,20.2,25.9,15.1
2024-01-30,22.5,45,0,1,0,None,14.4,9.6,39.7,19.0,13.9,11.3
2024-01-31,17.0,47,0,1,0,None,18.1,12.5,53.7,25.8,19.1,15.7
2024-02-01,15.9,41,0,1,0,None,14.8,9.3,38.7,19.8,14.8,11.7
2024-02-02,16.6,68,0,0,0,None,14.4,9.9,39.3,18.6,14.8,12.1
2024-02-03,10.1,52,0,1,1,Weekend,10.4,6.4,31.4,16.6,15.9,13.6
2024-02-04,15.8,47,0,0,1,Weekend,9.9,6.3,33.1,17.4,16.3,8.4
2024-02-05,23.1,70,0,0,0,None,18.1,11.9,56.4,24.0,17.9,14.9
2024-02-06,16.7,61,0,1,0,None,14.4,9.7,37.6,18.2,13.5,11.4
2024-02-07,22.3,46,1,0,0,None,30.3,12.4,52.1,18.8,25.7,16.0
2024-02-08,14.8,42,0,0,0,None,14.2,9.9,36.9,19.0,14.3,18.9
2024-02-09,11.6,48,0,0,0,None,14.9,9.1,38.6,19.1,13.7,19.7
2024-02-10,17.3,47,0,1,1,Weekend,10.0,6.6,32.7,17.7,15.9,8.5
2024-02-11,17.4,44,0,1,1,Weekend,9.9,6.4,32.5,17.1,16.5,8.1
2024-02-12,10.7,61,1,0,0,None,29.4,6.2,55.3,20.3,24.6,23.4
2024-02-13,23.0,70,0,0,0,None,14.8,9.1,37.0,19.0,14.0,11.5
2024-02-14,18.0,69,1,0,0,None,31.4,6.3,55.6,20.1,23.5,15.3
2024-02-15,20.2,49,0,0,0,None,13.5,9.5,40.0,18.2,13.9,12.2
2024-02-16,23.0,42,0,1,0,None,14.4,9.8,36.1,20.0,14.4,12.5
2024-02-17,14.0,55,0,1,1,Weekend,9.8,6.4,32.1,17.5,16.0,13.0
2024-02-18,19.8,70,0,0,1,Weekend,9.6,6.9,31.8,17.2,15.9,8.3
2024-02-19,24.4,61,0,0,0,None,19.4,12.4,55.9,24.9,18.0,15.4
2024-02-20,16.1,48,1,0,0,None,22.8,4.7,37.1,15.3,19.7,12.3
2024-02-21,13.7,51,0,1,0,None,18.6,13.0,52.9,24.5,17.7,23.6
2024-02-22,11.9,45,0,1,0,None,14.0,9.3,38.3,20.0,14.5,19.1
2024-02-23,13.8,46,1,0,0,None,24.4,4.8,39.7,15.6,19.5,19.6
2024-02-24,19.5,47,0,0,1,Weekend,10.3,6.7,33.3,16.7,15.8,8.4
2024-02-25,22.5,47,0,0,1,Weekend,9.8,7.0,32.6,17.2,16.8,8.3
2024-02-26,24.5,42,0,0,0,None,18.6,12.6,52.9,23.8,18.4,15.3
2024-02-27,18.5,41,0,1,0,None,14.4,9.1,36.4,18.7,14.4,11.5
