Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2022-01-01,0.4,78,0,0,1,New Year's Day,6.8,4.7,22.9,12.2,12.1,9.3
2022-01-02,2.0,83,0,0,1,Weekend,9.5,6.4,30.6,17.1,16.8,12.9
2022-01-03,2.4,89,0,1,1,New Year's Day (observed),10.3,6.5,34.6,13.2,10.2,13.9
2022-01-04,6.8,73,1,0,0,None,23.4,4.7,36.8,15.2,19.1,18.4
2022-01-05,3.2,91,0,1,0,None,17.6,12.6,54.4,25.1,17.6,24.8
2022-01-06,4.5,91,0,0,0,None,13.8,9.1,37.7,18.4,14.1,19.4
2022-01-07,0.7,84,1,0,0,None,22.9,4.5,38.7,14.8,19.1,18.8
2022-01-08,3.4,85,0,0,1,Weekend,10.3,6.4,32.1,17.3,17.3,12.7
2022-01-09,6.8,73,1,0,1,Weekend,16.6,3.2,32.6,13.3,13.0,13.1
2022-01-10,3.9,83,1,0,0,None,32.2,6.0,53.3,19.4,25.2,25.5
2022-01-11,1.3,90,0,1,0,None,13.8,9.9,37.9,19.2,13.7,18.4
2022-01-12,4.8,80,0,1,0,None,19.2,12.7,52.4,24.6,17.7,24.1
2022-01-13,5.8,89,0,0,0,None,13.6,9.2,37.5,20.0,13.7,18.7
2022-01-14,2.6,78,0,0,0,None,13.7,9.1,36.6,19.9,13.8,18.7
2022-01-15,0.0,76,0,0,1,Weekend,10.3,6.7,32.0,17.2,15.9,12.7
2022-01-16,0.9,90,0,0,1,Weekend,9.6,6.5,33.4,16.7,17.1,13.5
2022-01-17,6.3,86,1,0,0,None,31.2,6.4,53.6,20.3,25.6,25.4
2022-01-18,1.1,78,0,0,0,None,14.5,9.5,36.6,19.3,13.6,18.2
2022-01-19,5.2,72,0,0,0,None,17.6,11.8,54.2,25.2,18.4,25.2
2022-01-20,0.5,95,0,0,0,None,15.0,9.1,38.7,19.7,14.7,18.0
2022-01-21,5.6,73,0,1,0,None,14.7,9.8,38.4,18.9,14.0,19.9
