Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main_Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2023-01-01,14.1,46,0,1,1,Weekend,9.8,7.0,32.5,17.5,17.4,13.5
2023-01-02,17.4,60,0,1,0,None,18.7,11.9,54.2,24.2,19.1,15.4
2023-01-03,17.3,61,1,0,0,None,24.0,4.7,36.6,15.9,20.0,12.0
2023-01-04,19.7,48,0,1,0,None,17.8,11.9,54.2,24.7,17.7,15.1
2023-01-05,16.7,60,0,0,0,None,14.7,9.1,36.5,18.3,13.6,12.3
2023-01-06,23.7,44,1,0,0,None,24.4,9.2,37.1,14.7,19.3,11.8
2023-01-07,13.0,59,0,0,1,Weekend,10.3,6.4,32.6,17.0,16.1,13.7
2023-01-08,22.4,70,0,0,1,Weekend,10.1,6.8,31.4,17.3,17.2,8.1
2023-01-09,18.0,59,0,1,0,None,18.9,12.1,56.4,23.6,17.6,15.4
2023-01-10,13.2,50,0,0,0,None,13.5,9.9,39.1,18.3,15.0,19.7
2023-01-11,19.6,48,0,0,0,None,17.8,12.0,53.0,24.0,18.8,15.2
2023-01-12,16.0,68,0,0,0,None,14.7,9.2,37.1,18.1,14.9,12.4
2023-01-13,22.2,62,0,1,0,None,15.0,9.3,36.1,18.7,14.9,11.7
2023-01-14,17.8,49,0,0,1,Weekend,9.9,6.7,33.1,17.5,17.2,8.1
2023-01-15,24.3,61,0,0,1,Weekend,10.4,6.7,32.5,17.0,15.9,7.9
2023-01-16,19.8,64,0,0,0,None,18.1,12.6,53.8,25.4,18.6,16.2
2023-01-17,16.6,60,0,0,0,None,13.6,9.7,37.9,19.2,14.0,12.2
2023-01-18,18.4,67,1,0,0,None,30.5,6.2,53.2,18.8,23.8,16.2
2023-01-19,19.4,59,1,0,0,None,22.9,4.5,38.4,15.9,18.4,11.4
2023-01-20,15.4,58,0,0,0,None,13.5,9.3,38.6,18.4,13.6,12.2
2023-01-21,17.5,49,0,0,1,Weekend,10.2,6.8,30.9,17.4,17.4,7.9
2023-01-22,19.1,70,0,1,1,Weekend,10.5,6.5,31.0,17.9,17.1,8.3
2023-01-23,13.6,65,1,0,0,None,32.4,6.2,55.9,20.7,25.8,23.8
2023-01-24,14.8,49,1,0,0,None,23.9,4.6,38.2,15.3,18.2,19.8
2023-01-25,17.2,70,0,0,0,None,18.4,12.5,56.6,25.3,18.4,15.7
2023-01-26,15.5,42,0,0,1,Republic Day,10.3,6.9,31.2,13.6,10.0,8.5
2023-01-27,11.5,62,1,0,0,None,24.1,4.8,38.1,14.5,18.9,19.1
2023-01-28,22.1,59,0,1,1,Weekend,9.9,6.8,30.3,17.3,17.0,8.5
2023-01-29,15.9,51,0,1,1,Weekend,9.7,6.8,31.7,17.0,16.0,8.1
2023-01-30,20.7,41,1,0,0,None,31.0,13.0,52.0,20.1,24.2,14.8
2023-01-31,13.0,40,0,0,0,None,13.7,9.4,38.2,19.1,13.6,18.5
2023-02-01,13.2,48,0,1,0,None,19.2,12.5,54.4,24.4,18.0,24.5
2023-02-02,12.6,50,0,0,0,None,13.6,9.9,38.8,18.2,14.2,18.7
