Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main_Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2024-01-01,17.9,48,0,1,0,None,18.0,12.3,53.8,25.0,17.6,15.8
2024-01-02,17.1,59,0,1,0,None,14.2,9.7,37.6,19.6,14.8,11.5
2024-01-03,20.2,70,0,1,0,None,18.8,11.8,51.6,24.5,19.1,14.7
2024-01-04,21.6,70,1,0,0,None,23.0,9.9,38.3,15.8,18.8,11.5
2024-01-05,16.0,46,1,0,0,None,24.6,4.8,36.5,15.4,19.0,11.4
2024-01-06,24.2,40,1,0,1,Weekend,16.4,6.6,30.5,14.3,13.8,8.5
2024-01-07,19.9,57,0,1,1,Weekend,9.5,7.0,31.1,17.0,16.8,8.6
2024-01-08,24.6,41,0,1,0,None,19.1,13.0,53.2,25.4,18.6,16.1
2024-01-09,21.2,40,1,0,0,None,24.0,9.4,39.4,14.5,19.0,12.4
2024-01-10,13.0,42,0,1,0,None,18.5,12.2,54.7,23.4,18.6,23.8
2024-01-11,12.0,58,0,1,0,None,14.4,9.4,37.8,19.7,14.3,19.8
2024-01-12,14.5,42,0,1,0,None,13.7,9.4,36.0,20.0,14.1,18.3
2024-01-13,11.4,50,0,1,1,Weekend,9.9,6.9,33.3,17.3,16.1,13.3
2024-01-14,13.0,42,0,1,1,Weekend,10.2,6.9,33.3,17.0,16.5,12.9
2024-01-15,23.7,60,0,1,0,None,18.0,11.9,55.7,25.0,18.9,16.1
2024-01-16,24.8,47,1,0,0,None,24.7,9.9,37.0,15.0,19.2,12.0
2024-01-17,15.0,63,0,0,0,None,19.4,12.1,56.5,24.4,17.9,15.8
2024-01-18,19.5,43,0,0,0,None,14.7,9.5,37.9,18.6,13.5,12.0
2024-01-19,24.5,56,0,0,0,None,13.7,9.3,36.7,18.5,14.0,11.7
2024-01-20,21.8,45,1,0,1,Weekend,17.2,6.5,32.4,13.9,13.0,7.9
2024-01-21,14.1,58,0,1,1,Weekend,9.9,6.3,32.1,16.6,17.1,13.9
2024-01-22,16.9,49,0,1,0,None,18.4,12.4,54.9,25.8,18.7,15.7
2024-01-23,11.8,41,0,0,0,None,14.6,9.9,39.6,18.4,13.9,18.3
2024-01-24,23.5,58,0,1,0,None,17.8,12.0,52.6,25.6,19.1,15.4
2024-01-25,20.6,69,0,0,0,None,14.2,9.2,37.5,19.3,13.6,11.5
2024-01-26,18.6,68,0,1,1,Republic Day,10.4,6.8,30.8,13.7,9.5,8.1
2024-01-27,13.5,45,0,0,1,Weekend,10.0,7.0,31.1,16.4,16.0,13.6
2024-01-28,20.4,57,0,0,1,Weekend,9.5,6.9,33.4,17.6,17.3,8.6
2024-01-29,20.8,48,0,0,0,None,17.7,12.8,56.3,24.4,18.3,15.3
2024-01-30,16.3,56,0,1,0,None,14.1,9.7,37.6,19.5,13.6,11.8
2024-01-31,21.6,68,1,0,0,None,29.5,12.0,56.6,20.6,24.3,14.8
2024-02-01,23.0,49,0,1,0,None,14.7,9.0,39.7,19.6,14.4,11.6
2024-02-02,13.3,52,0,0,0,None,14.9,9.1,38.6,19.3,14.2,19.4
2024-02-03,13.9,50,1,0,1,Weekend,17.4,3.5,30.7,13.2,13.8,13.7
2024-02-04,12.1,57,0,1,1,Weekend,10.3,6.6,31.3,17.5,15.9,13.0
2024-02-05,11.4,63,0,0,0,None,18.0,12.6,53.4,24.8,19.5,23.6
2024-02-06,15.5,67,0,1,0,None,14.7,9.2,37.7,18.8,14.0,11.8
2024-02-07,11.2,45,0,1,0,None,17.7,11.9,54.8,23.4,18.8,25.6
2024-02-08,21.5,53,0,0,0,None,14.8,9.3,36.8,19.3,13.8,12.0
2024-02-09,21.5,66,0,0,0,None,13.7,9.1,36.3,18.2,13.6,12.3
2024-02-10,10.3,66,1,0,1,Weekend,16.2,3.3,32.7,14.1,12.8,12.8
2024-02-11,24.3,57,0,0,1,Weekend,10.3,6.4,32.9,17.8,16.2,8.7
2024-02-12,24.2,53,0,1,0,None,18.6,12.2,51.6,25.8,18.4,16.0
2024-02-13,13.7,53,0,1,0,None,14.1,9.0,38.9,18.7,14.5,18.2
2024-02-14,22.5,44,0,1,0,None,18.2,12.5,56.4,23.9,18.1,15.4
2024-02-15,12.4,42,0,1,0,None,14.9,9.1,39.2,19.3,14.9,18.5
2024-02-16,18.5,51,0,0,0,None,14.9,9.9,38.8,19.0,14.7,12.4
2024-02-17,19.0,52,0,1,1,Weekend,10.4,6.6,32.1,17.6,16.9,8.2
2024-02-18,10.6,67,0,0,1,Weekend,10.4,6.5,32.7,17.9,17.0,13.0
2024-02-19,11.1,61,0,0,0,None,19.2,11.7,54.8,23.7,17.7,23.6
2024-02-20,22.7,68,0,1,0,None,14.6,9.2,37.0,18.4,13.6,12.2
2024-02-21,17.1,54,0,1,0,None,18.5,12.3,54.4,25.3,18.7,16.2
2024-02-22,16.5,70,0,0,0,None,13.9,9.9,39.4,18.0,13.6,12.3
2024-02-23,11.0,65,0,0,0,None,14.5,9.1,38.6,18.5,14.6,18.7
2024-02-24,13.0,43,1,0,1,Weekend,16.4,3.3,32.1,13.6,13.1,12.7
2024-02-25,13.3,64,0,0,1,Weekend,9.8,6.5,32.8,16.8,17.3,13.5
2024-02-26,20.9,58,1,0,0,None,31.3,12.1,52.0,19.9,24.2,15.5
2024-02-27,16.1,45,1,0,0,None,24.1,4.8,39.8,15.4,18.7,12.4
2024-02-28,23.0,40,0,0,0,None,18.7,12.4,55.7,24.6,19.0,14.7
2024-02-29,13.0,41,0,1,0,None,13.7,9.9,38.8,18.2,14.5,18.4
2024-03-01,38.3,58,0,0,0,None,13.5,23.6,36.3,18.7,14.0,12.1
2024-03-02,41.0,38,0,1,1,Weekend,1.7,17.0,33.2,18.1,6.4,4.8
