Date,Temperature,Humidity,Is_Raining,Is_Sunny,Is_Holiday,Holiday_Name,Dessert_Waste_kg,Soup_Waste_kg,Main Course_Waste_kg,Appetizer_Waste_kg,Salad_Waste_kg,Beverage_Waste_kg
2022-01-01,3.9,88,0,1,1,New Year's Day,7.0,4.9,21.7,12.2,12.0,9.1
2022-01-02,5.3,72,1,0,1,Weekend,16.3,3.4,31.3,14.4,13.8,13.3
2022-01-03,4.7,82,0,1,1,New Year's Day (observed),10.4,7.0,35.4,13.7,10.5,12.9
2022-01-04,1.6,92,0,1,0,None,13.6,9.4,39.6,18.4,15.0,19.3
2022-01-05,0.3,87,1,0,0,None,30.3,6.1,56.2,18.9,24.0,25.5
2022-01-06,6.0,89,0,0,0,None,13.5,9.7,38.2,18.9,14.5,19.4
2022-01-07,0.0,75,0,0,0,None,13.6,9.5,39.1,19.0,14.5,19.7
2022-01-08,1.7,72,1,0,1,Weekend,16.2,3.3,30.4,13.2,13.4,13.5
2022-01-09,6.6,78,1,0,1,Weekend,17.3,3.4,31.5,14.0,13.6,13.0
2022-01-10,2.5,80,0,1,0,None,18.1,12.6,55.5,25.7,19.1,24.2
2022-01-11,4.8,81,1,0,0,None,24.4,4.8,37.7,16.0,20.0,18.8
2022-01-12,0.2,76,0,0,0,None,19.1,12.2,54.5,25.5,18.1,25.1
2022-01-13,2.4,74,1,0,0,None,24.9,4.9,36.8,15.4,18.6,19.6
2022-01-14,0.3,88,0,1,0,None,14.2,9.9,36.7,19.7,14.0,19.9
2022-01-15,0.4,83,0,0,1,Weekend,9.7,6.8,31.3,18.0,16.3,13.4
2022-01-16,0.2,76,1,0,1,Weekend,16.9,3.5,30.6,13.9,13.4,13.0
2022-01-17,7.0,71,0,1,0,None,18.1,12.9,52.1,24.0,18.7,23.8
2022-01-18,2.6,78,0,1,0,None,14.5,9.1,39.1,18.2,14.6,18.0
2022-01-19,0.2,74,1,0,0,None,30.1,6.3,56.8,20.6,24.4,24.7
2022-01-20,5.1,88,1,0,0,None,23.8,4.9,38.3,15.9,18.3,18.6
2022-01-21,2.3,83,1,0,0,None,23.1,4.8,39.1,15.3,18.5,20.0
2022-01-22,3.7,78,1,0,1,Weekend,16.0,3.4,33.6,13.2,13.7,13.3
2022-01-23,7.0,83,1,0,1,Weekend,17.3,3.2,32.5,13.1,13.9,13.3
2022-01-24,6.8,85,1,0,0,None,29.6,6.3,51.5,19.6,25.9,24.2
2022-01-25,1.5,71,0,0,0,None,14.0,9.6,40.0,18.8,14.9,18.7
2022-01-26,1.0,70,1,0,0,None,29.3,6.4,52.1,19.6,23.8,25.6
2022-01-27,6.8,71,0,0,0,None,14.5,10.0,39.0,19.9,14.4,18.1
2022-01-28,3.6,85,0,1,0,None,13.9,9.0,37.1,19.7,13.8,19.9
2022-01-29,6.7,93,0,0,1,Weekend,10.1,6.6,31.0,17.0,16.1,12.9
2022-01-30,4.2,70,0,1,1,Weekend,10.5,6.6,31.1,17.0,16.8,13.4
2022-01-31,0.7,93,1,0,0,None,30.3,5.9,51.8,20.0,25.2,25.7
2022-02-01,4.9,76,0,1,0,None,14.2,9.3,39.0,19.1,13.7,19.4
2022-02-02,1.3,89,1,0,0,None,29.6,6.2,55.0,19.1,24.3,25.3
2022-02-03,2.0,78,0,1,0,None,14.8,9.8,39.3,19.9,14.8,18.1
2022-02-04,2.5,87,0,0,0,None,14.2,9.8,36.5,18.1,14.0,18.8
2022-02-05,0.2,74,1,0,1,Weekend,16.1,3.2,33.2,13.5,13.2,13.0
2022-02-06,6.9,84,0,1,1,Weekend,9.7,7.0,30.6,16.7,17.3,13.0
2022-02-07,5.0,76,1,0,0,None,30.9,6.0,52.5,19.3,24.0,25.9
2022-02-08,3.6,89,0,1,0,None,14.9,9.6,39.2,18.2,14.2,19.6
2022-02-09,5.7,90,1,0,0,None,29.5,6.4,55.5,20.4,26.0,25.8
2022-02-10,1.0,80,0,1,0,None,13.7,9.5,38.8,18.0,13.5,19.2
2022-02-11,3.3,90,0,1,0,None,14.1,9.1,36.4,19.5,13.9,18.4
2022-02-12,2.2,80,1,0,1,Weekend,17.0,3.4,32.7,13.4,13.4,12.8
2022-02-13,2.7,94,1,0,1,Weekend,15.9,3.2,32.9,13.3,13.6,13.3
2022-02-14,5.8,94,1,0,0,None,30.7,6.0,54.7,19.9,25.9,24.7
2022-02-15,6.9,92,1,0,0,None,24.5,4.8,37.0,15.1,18.8,19.8
2022-02-16,5.4,73,1,0,0,None,30.9,6.1,56.5,19.3,25.3,23.5
2022-02-17,4.5,90,1,0,0,None,24.3,4.6,37.1,14.9,18.4,19.2
2022-02-18,3.7,71,0,1,0,None,14.6,9.3,38.9,19.7,14.0,19.1
2022-02-19,1.2,81,0,1,1,Weekend,9.9,6.9,32.2,18.1,16.7,13.3
2022-02-20,1.6,75,0,0,1,Weekend,9.6,6.8,31.5,16.9,17.3,12.7
2022-02-21,6.8,90,1,0,0,None,30.4,6.0,55.8,19.2,25.9,23.6
2022-02-22,6.9,83,0,0,0,None,13.7,9.8,36.4,19.0,14.8,18.6
2022-02-23,1.0,87,0,0,0,None,18.9,11.8,52.5,25.3,18.6,25.2
2022-02-24,0.0,92,0,1,0,None,14.7,9.3,38.5,18.5,14.6,19.5
